doi
10.1186/s40645-021-00463-2
10.1111/gcb.14092 
10.1007/978-1-4939-0820-2\_3
10.1038/NCLIMATE2113 
10.1016/j.optlastec.2010.07.012
10.1038/s41598-021-03510-6
10.1134/S001050821302010X
10.1016/j.pecon.2019.11.002 
10.1007/BF00850952 
10.1073/pnas.1302698110
10.1038/s41561-021-00855-5
10.5194/bg-17-2897-2020
10.1111/j.1365-2486.2010.02197.x 
10.1111/cobi.12171
10.1080/13647831003713930 
10.1007/s10841-014-9685-x
10.1080/14786436708220925 
10.1016/j.quascirev.2020.106331
10.1504/ijap.2007.013017
10.1088/0022-3727/42/21/215204
10.1016/j.epsl.2021.117364 
10.1109/TCPMT.2014.2343792
10.1111/gcb.12763
10.1071/WR16157
10.3964/j.issn.1000-0593(2016)11-3481-04
10.1175/JAMC-D-13-087.1
10.1016/j.resp.2013.06.012
10.1017/S0094837300014111 
10.1371/journal.pone.0213775
10.1016/j.palaeo.2014.02.011 
10.12952/journal.elementa.000057
10.1016/S0304-3800(00)00373-2
10.1098/rspb.2018.0303
10.1371/journal.pone.0210378
10.1016/j.enconman.2015.11.034
10.1016/j.quaint.2009.11.017 
10.1007/s00340-005-2064-2 
10.1016/j.pss.2006.09.004 
10.1073/pnas.1818019116
10.1016/j.gloplacha.2020.103312
10.1016/0017-9310(85)90079-1 
10.1080/01650424.2012.643024 
10.1002/pssa.19700030326
10.1002/aqc.1098
10.1144/GSL.SP.1996.001.01.14
10.1332/204986019X15623302985296
10.1111/j.1466-822X.2004.00107.x
10.1016/j.infrared.2020.103404
10.1016/j.applthermaleng.2016.04.065
10.1002/polb.24304 
10.1016/j.palaeo.2009.05.019 
10.1038/NCLIMATE1514
10.1021/ja2049463
10.1016/j.gr.2015.05.012 
10.1017/pab.2018.34 
10.1002/ece3.2892
10.1111/cobi.12234
10.1103/PhysRevLett.113.035302 
10.1111/ecog.02378
10.1038/srep07971 
10.18666/JPRA-2018-V36-I2-8307 
10.22201/ib.20078706e.2019.90.2824
10.1111/ecog.02902 
10.1073/pnas.1913007117
10.1073/pnas.1117039109
10.1080/00102200008947291
10.1016/j.micromeso.2019.109758 
10.1016/S0065-1281(86)80060-5
10.1111/jbi.12466
10.1002/pssb.19650110104
10.1017/S147355040999005X
10.1002/fam.835
10.4337/jhre.2020.03.01
10.1002/app.1987.070340509 
10.1016/0034-6667(95)00027-5 
10.1016/j.palaeo.2013.07.004
10.1117/1.601558
10.1007/s00340-004-1631-2 
10.1016/j.combustflame.2019.03.023
10.1007/BF01051785
10.1364/OE.418922 
10.1016/j.earscirev.2020.103266 
10.1017/S0025315400023560
10.1016/j.gr.2014.09.002 
10.1021/acs.energyfuels.8b03111
10.1144/0016-76492010-042 
10.1016/j.quascirev.2019.02.004 
10.1111/j.1365-2486.2010.02389.x
10.1016/j.combustflame.2005.01.001
10.1029/2021AV000563
10.1111/gcb.12510 
10.1111/j.1523-1739.2007.00852.x
10.1088/0953-8984/9/43/005 
10.1007/BF00861186
10.22621/cfn.v129i2.1694
10.1144/GSL.SP.2000.178.01.09
10.1371/journal.pone.0236103
10.1371/journal.pone.0081598 
10.1890/0012-9658(2006)87{[}1611:PEAARO]2.0.CO;2
10.1098/rspb.2017.2331
10.1016/j.jaridenv.2019.05.016
10.1007/s13364-016-0291-z
10.1007/s10584-018-2259-2 
10.1002/fam.902 
10.1016/j.quascirev.2020.106244
10.1073/pnas.1017352108
10.1111/ecog.00753
10.1111/cobi.12549
10.1029/JD093iD09p11051
10.1111/ddi.12038
10.1371/journal.pone.0087426 
10.1111/j.1600-0587.2013.00147.x
10.1002/app.1989.070370417 
10.1038/ncomms12079
10.1111/bor.12380 
10.1371/journal.pntd.0007769
10.1364/AO.45.002474
10.1142/S0129183105007194
10.1080/00102200902973190
10.1088/0022-3727/32/11/308
10.1080/00438240701680492
10.1038/s41558-020-00968-6 
10.1111/j.1365-2486.2005.001008.x 
10.1111/ddi.13184 
10.3390/w13131828
10.1371/journal.pbio.1002281
10.1038/ncomms13965
10.1111/1758-5899.12318 
10.1016/0022-5088(76)90126-0
10.1098/rsbl.2009.0428 
10.1107/S0108767394013711
